model: /Users/namtran/Documents/Studium/TUM Studium Informatik/WiSe 2025:26/BA2/T3/results/models/query-level/est/imdb_full.txt
job_full_c8220_0: pred=1.837091s actual=2.928099s q_error=1.5939
job_full_c8220_54: pred=1.169195s actual=2.291976s q_error=1.9603
job_full_c8220_55: pred=1.104978s actual=0.967681s q_error=1.1419
job_full_c8220_56: pred=3.805634s actual=3.169967s q_error=1.2005
job_full_c8220_57: pred=0.622754s actual=0.783393s q_error=1.2579
job_full_c8220_58: pred=0.674485s actual=0.465611s q_error=1.4486
job_full_c8220_59: pred=0.666569s actual=0.729034s q_error=1.0937
job_full_c8220_60: pred=1.241096s actual=0.226457s q_error=5.4805
job_full_c8220_61: pred=2.089063s actual=1.621557s q_error=1.2883
job_full_c8220_62: pred=3.684569s actual=3.338705s q_error=1.1036
job_full_c8220_63: pred=4.718047s actual=4.024674s q_error=1.1723
job_full_c8220_64: pred=2.859251s actual=4.697874s q_error=1.6430
job_full_c8220_65: pred=4.718047s actual=4.003509s q_error=1.1785
job_full_c8220_66: pred=2.711392s actual=4.430098s q_error=1.6339
job_full_c8220_67: pred=4.718047s actual=4.111290s q_error=1.1476
job_full_c8220_68: pred=9.119268s actual=8.652514s q_error=1.0539
job_full_c8220_69: pred=5.988379s actual=5.683184s q_error=1.0537
job_full_c8220_70: pred=4.050680s actual=2.103513s q_error=1.9257
job_full_c8220_71: pred=4.060703s actual=2.001956s q_error=2.0284
job_full_c8220_72: pred=13.341677s actual=24.881011s q_error=1.8649
job_full_c8220_73: pred=8.311506s actual=3.466540s q_error=2.3976
job_full_c8220_74: pred=5.399356s actual=19.992886s q_error=3.7028
job_full_c8220_75: pred=10.003230s actual=3.527708s q_error=2.8356
job_full_c8220_76: pred=5.662952s actual=7.215452s q_error=1.2742

Test set (job_full, 77 queries): q-error avg=1.9973 p50=1.7176 p75=2.3976 p90=3.4632 min=1.0111 max=5.4805
