model: /Users/namtran/Documents/Studium/TUM Studium Informatik/WiSe 2025:26/BA2/T3/results/models/query-level/act/imdb_full.txt
job_full_c8220_0: pred=1.787174s actual=2.928099s q_error=1.6384
job_full_c8220_28: pred=0.337901s actual=0.457662s q_error=1.3544
job_full_c8220_29: pred=0.952313s actual=0.586060s q_error=1.6249
job_full_c8220_30: pred=0.327866s actual=0.366206s q_error=1.1169
job_full_c8220_31: pred=0.952313s actual=0.586076s q_error=1.6249
job_full_c8220_32: pred=10.022983s actual=6.212200s q_error=1.6134
job_full_c8220_33: pred=5.802750s actual=6.149403s q_error=1.0597
job_full_c8220_34: pred=4.087393s actual=4.653701s q_error=1.1386
job_full_c8220_35: pred=1.481116s actual=5.380522s q_error=3.6327
job_full_c8220_36: pred=5.985596s actual=6.041000s q_error=1.0093
job_full_c8220_37: pred=12.882656s actual=18.410433s q_error=1.4291
job_full_c8220_38: pred=11.675310s actual=6.179959s q_error=1.8892
job_full_c8220_39: pred=2.308785s actual=2.329659s q_error=1.0090
job_full_c8220_40: pred=3.065425s actual=2.249410s q_error=1.3628
job_full_c8220_41: pred=4.336316s actual=4.352833s q_error=1.0038
job_full_c8220_42: pred=9.839458s actual=10.200384s q_error=1.0367
job_full_c8220_43: pred=7.898360s actual=21.095999s q_error=2.6709
job_full_c8220_44: pred=0.781216s actual=0.740530s q_error=1.0549
job_full_c8220_45: pred=0.732284s actual=0.686113s q_error=1.0673
job_full_c8220_46: pred=0.614440s actual=0.630046s q_error=1.0254
job_full_c8220_47: pred=1.826548s actual=1.803751s q_error=1.0126
job_full_c8220_48: pred=3.663172s actual=4.654181s q_error=1.2705
job_full_c8220_49: pred=0.371480s actual=0.387396s q_error=1.0428
job_full_c8220_50: pred=0.427978s actual=0.423591s q_error=1.0104
job_full_c8220_51: pred=2.739552s actual=1.709420s q_error=1.6026
job_full_c8220_52: pred=2.198870s actual=1.425871s q_error=1.5421
job_full_c8220_53: pred=3.104533s actual=1.736582s q_error=1.7877
job_full_c8220_54: pred=1.145696s actual=2.291976s q_error=2.0005
job_full_c8220_55: pred=0.896884s actual=0.967681s q_error=1.0789
job_full_c8220_56: pred=3.309688s actual=3.169967s q_error=1.0441
job_full_c8220_57: pred=0.651997s actual=0.783393s q_error=1.2015
job_full_c8220_58: pred=0.404585s actual=0.465611s q_error=1.1508
job_full_c8220_59: pred=0.749782s actual=0.729034s q_error=1.0285
job_full_c8220_60: pred=1.400081s actual=0.226457s q_error=6.1825
job_full_c8220_61: pred=1.506455s actual=1.621557s q_error=1.0764
job_full_c8220_62: pred=1.897796s actual=3.338705s q_error=1.7593
job_full_c8220_63: pred=5.478274s actual=4.024674s q_error=1.3612
job_full_c8220_64: pred=3.893150s actual=4.697874s q_error=1.2067
job_full_c8220_65: pred=5.478274s actual=4.003509s q_error=1.3684
job_full_c8220_66: pred=4.745960s actual=4.430098s q_error=1.0713
job_full_c8220_67: pred=5.478274s actual=4.111290s q_error=1.3325
job_full_c8220_68: pred=21.573113s actual=8.652514s q_error=2.4933
job_full_c8220_69: pred=5.876922s actual=5.683184s q_error=1.0341
job_full_c8220_70: pred=1.814061s actual=2.103513s q_error=1.1596
job_full_c8220_71: pred=1.743499s actual=2.001956s q_error=1.1482
job_full_c8220_72: pred=16.321301s actual=24.881011s q_error=1.5245
job_full_c8220_73: pred=2.602836s actual=3.466540s q_error=1.3318
job_full_c8220_74: pred=3.301408s actual=19.992886s q_error=6.0559
job_full_c8220_75: pred=2.932504s actual=3.527708s q_error=1.2030
job_full_c8220_76: pred=8.319381s actual=7.215452s q_error=1.1530

Test set (job_full, 77 queries): q-error avg=1.8920 p50=1.3325 p75=1.7877 p90=3.4075 min=1.0038 max=7.4315
